,InvoiceID,CustomerID,BillToCustomerID,OrderID,DeliveryMethodID,ContactPersonID,AccountsPersonID,SalespersonPersonID,PackedByPersonID,InvoiceDate,CustomerPurchaseOrderNumber,IsCreditNote,CreditNoteReason,Comments,DeliveryInstructions,InternalComments,TotalDryItems,TotalChillerItems,DeliveryRun,RunPosition,ReturnedDeliveryData,ConfirmedDeliveryTime,ConfirmedReceivedBy,LastEditedBy,LastEditedWhen
314,68877,84,1,71860,3,1167,1001,16,15,2022-05-05,15827,False,,,"Suite 243, 328 Bhat Street",,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-05T12:00:00"",""ConNote"":""EAN-125-69927""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-06T13:20:00"",""ConNote"":""EAN-125-69927"",""DriverID"":18,""Latitude"":18.4432783,""Longitude"":-67.0649026,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-06T13:20:00"",""ReceivedBy"":""Eekalabya Bose""}",2016-05-06 13:20:00,Eekalabya Bose,18,2016-05-06 07:00:00
315,68878,994,994,71861,3,3194,3194,14,15,2022-05-05,18896,False,,,"Unit 31, 364 Thai Lane",,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-05T12:00:00"",""ConNote"":""EAN-125-69928""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-06T13:25:00"",""ConNote"":""EAN-125-69928"",""DriverID"":18,""Latitude"":33.4214995,""Longitude"":-96.5772109,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-06T13:25:00"",""ReceivedBy"":""Libuse Kuchtova""}",2016-05-06 13:25:00,Libuse Kuchtova,18,2016-05-06 07:00:00
316,68879,839,839,71862,3,3039,3039,6,15,2022-05-05,17689,False,,,"Suite 13, 51 Nechita Crescent",,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-05T12:00:00"",""ConNote"":""EAN-125-69929""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-06T13:30:00"",""ConNote"":""EAN-125-69929"",""DriverID"":18,""Latitude"":35.6611904,""Longitude"":-84.1721357,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-06T13:30:00"",""ReceivedBy"":""Juan Morse""}",2016-05-06 13:30:00,Juan Morse,18,2016-05-06 07:00:00
317,68880,511,401,71863,3,2221,2001,8,15,2022-05-05,17117,False,,,"Unit 115, 1745 Penttila Road",,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-05T12:00:00"",""ConNote"":""EAN-125-69930""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-06T13:35:00"",""ConNote"":""EAN-125-69930"",""DriverID"":18,""Latitude"":45.1202637,""Longitude"":-85.9792560,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-06T13:35:00"",""ReceivedBy"":""Pracha Nantakarn""}",2016-05-06 13:35:00,Pracha Nantakarn,18,2016-05-06 07:00:00
318,68881,94,1,71864,3,1187,1001,3,15,2022-05-05,15838,False,,,"Unit 150, 617 Pornpipatpong Lane",,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-05T12:00:00"",""ConNote"":""EAN-125-69931""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-06T13:40:00"",""ConNote"":""EAN-125-69931"",""DriverID"":18,""Latitude"":38.8213951,""Longitude"":-102.3532435,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-06T13:40:00"",""ReceivedBy"":""Teresa Pisani""}",2016-05-06 13:40:00,Teresa Pisani,18,2016-05-06 07:00:00
319,68882,808,808,71865,3,3008,3008,6,15,2022-05-05,17690,False,,,"Shop 21, 1567 Couet Road",,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-05T12:00:00"",""ConNote"":""EAN-125-69932""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-06T13:45:00"",""ConNote"":""EAN-125-69932"",""DriverID"":18,""Latitude"":38.3432471,""Longitude"":-120.5121479,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-06T13:45:00"",""ReceivedBy"":""Jackson Kolios""}",2016-05-06 13:45:00,Jackson Kolios,18,2016-05-06 07:00:00
320,68883,1003,1003,71866,3,3203,3203,6,15,2022-05-05,11792,False,,,"Unit 17, 1634 Eugen Lane",,4,1,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-05T12:00:00"",""ConNote"":""EAN-125-69933""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-06T13:50:00"",""ConNote"":""EAN-125-69933"",""DriverID"":18,""Latitude"":33.9135061,""Longitude"":-78.3038892,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-06T13:50:00"",""ReceivedBy"":""Hue Ton""}",2016-05-06 13:50:00,Hue Ton,18,2016-05-06 07:00:00
321,68884,476,401,71867,3,2151,2001,16,15,2022-05-05,12877,False,,,"Suite 106, 272 Stojkovic Avenue",,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-05T12:00:00"",""ConNote"":""EAN-125-69934""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-06T13:55:00"",""ConNote"":""EAN-125-69934"",""DriverID"":18,""Latitude"":41.1208924,""Longitude"":-78.1138962,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-06T13:55:00"",""ReceivedBy"":""Manali Bose""}",2016-05-06 13:55:00,Manali Bose,18,2016-05-06 07:00:00
322,68885,498,401,71868,3,2195,2001,8,15,2022-05-05,10034,False,,,"Shop 241, 1168 Jovicevic Boulevard",,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-05T12:00:00"",""ConNote"":""EAN-125-69935""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-06T14:00:00"",""ConNote"":""EAN-125-69935"",""DriverID"":18,""Latitude"":39.8789527,""Longitude"":-82.9507363,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-06T14:00:00"",""ReceivedBy"":""Devi Dewangan""}",2016-05-06 14:00:00,Devi Dewangan,18,2016-05-06 07:00:00
323,68886,77,1,71869,3,1153,1001,20,15,2022-05-05,17267,False,,,"Unit 176, 1675 Ribeiro Street",,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-05T12:00:00"",""ConNote"":""EAN-125-69936""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-06T14:05:00"",""ConNote"":""EAN-125-69936"",""DriverID"":18,""Latitude"":30.9913064,""Longitude"":-83.3726575,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-06T14:05:00"",""ReceivedBy"":""Airi Vassiljev""}",2016-05-06 14:05:00,Airi Vassiljev,18,2016-05-06 07:00:00
324,68887,518,401,71870,3,2235,2001,2,15,2022-05-05,19788,False,,,"Unit 7, 1652 Goransson Lane",,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-05T12:00:00"",""ConNote"":""EAN-125-69937""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-06T14:10:00"",""ConNote"":""EAN-125-69937"",""DriverID"":18,""Latitude"":36.9033581,""Longitude"":-104.4391532,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-06T14:10:00"",""ReceivedBy"":""Padma Iyer""}",2016-05-06 14:10:00,Padma Iyer,18,2016-05-06 07:00:00
325,68888,33,1,71871,3,1065,1001,2,15,2022-05-05,18120,False,,,"Shop 151, 799 Karnik Boulevard",,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-05T12:00:00"",""ConNote"":""EAN-125-69938""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-06T14:15:00"",""ConNote"":""EAN-125-69938"",""DriverID"":18,""Latitude"":34.0240436,""Longitude"":-80.9456453,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-06T14:15:00"",""ReceivedBy"":""Haasini Rai""}",2016-05-06 14:15:00,Haasini Rai,18,2016-05-06 07:00:00
326,68889,6,1,71872,3,1011,1001,20,15,2022-05-05,11509,False,,,"Shop 196, 483 Raut Lane",,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-05T12:00:00"",""ConNote"":""EAN-125-69939""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-06T14:20:00"",""ConNote"":""EAN-125-69939"",""DriverID"":18,""Latitude"":47.5422180,""Longitude"":-98.2381519,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-06T14:20:00"",""ReceivedBy"":""Biswajeet Thakur""}",2016-05-06 14:20:00,Biswajeet Thakur,18,2016-05-06 07:00:00
327,68890,920,920,71873,3,3120,3120,8,15,2022-05-05,19083,False,,,"Unit 19, 1281 Lo Duca Avenue",,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-05T12:00:00"",""ConNote"":""EAN-125-69940""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-06T14:25:00"",""ConNote"":""EAN-125-69940"",""DriverID"":18,""Latitude"":41.3317606,""Longitude"":-73.7381876,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-06T14:25:00"",""ReceivedBy"":""Gayatri Gajula""}",2016-05-06 14:25:00,Gayatri Gajula,18,2016-05-06 07:00:00
328,68891,829,829,71874,3,3029,3029,15,15,2022-05-05,17277,False,,,"Shop 3, 1188 Krastins Avenue",,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-05T12:00:00"",""ConNote"":""EAN-125-69941""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-06T14:30:00"",""ConNote"":""EAN-125-69941"",""DriverID"":18,""Latitude"":38.0527925,""Longitude"":-97.1278103,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-06T14:30:00"",""ReceivedBy"":""Jack Walker""}",2016-05-06 14:30:00,Jack Walker,18,2016-05-06 07:00:00
329,68892,516,401,71875,3,2231,2001,16,15,2022-05-05,12953,False,,,"Shop 216, 726 Matos Lane",,1,1,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-05T12:00:00"",""ConNote"":""EAN-125-69942""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-06T14:35:00"",""ConNote"":""EAN-125-69942"",""DriverID"":18,""Latitude"":34.6951628,""Longitude"":-76.5593693,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-06T14:35:00"",""ReceivedBy"":""Adriana Horackova""}",2016-05-06 14:35:00,Adriana Horackova,18,2016-05-06 07:00:00
330,68893,832,832,71876,3,3032,3032,6,15,2022-05-05,11089,False,,,"Suite 24, 1345 Jun Avenue",,3,1,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-05T12:00:00"",""ConNote"":""EAN-125-69943""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-06T14:40:00"",""ConNote"":""EAN-125-69943"",""DriverID"":18,""Latitude"":41.3617214,""Longitude"":-81.4695602,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-06T14:40:00"",""ReceivedBy"":""Aakriti Byrraju""}",2016-05-06 14:40:00,Aakriti Byrraju,18,2016-05-06 07:00:00
331,68894,460,401,71877,3,2119,2001,3,15,2022-05-05,15647,False,,,"Suite 11, 898 Kim Boulevard",,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-05T12:00:00"",""ConNote"":""EAN-125-69944""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-06T14:45:00"",""ConNote"":""EAN-125-69944"",""DriverID"":18,""Latitude"":32.8895419,""Longitude"":-105.4780381,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-06T14:45:00"",""ReceivedBy"":""Daniela Dumina""}",2016-05-06 14:45:00,Daniela Dumina,18,2016-05-06 07:00:00
332,68895,518,401,71878,3,2235,2001,15,15,2022-05-05,13370,False,,,"Unit 7, 1652 Goransson Lane",,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-05T12:00:00"",""ConNote"":""EAN-125-69945""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-06T14:50:00"",""ConNote"":""EAN-125-69945"",""DriverID"":18,""Latitude"":36.9033581,""Longitude"":-104.4391532,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-06T14:50:00"",""ReceivedBy"":""Padma Iyer""}",2016-05-06 14:50:00,Padma Iyer,18,2016-05-06 07:00:00
333,68896,1031,1031,71879,3,3231,3231,6,15,2022-05-05,15619,False,,,"Unit 3, 381 Hai Crescent",,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-05T12:00:00"",""ConNote"":""EAN-125-69946""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-06T14:55:00"",""ConNote"":""EAN-125-69946"",""DriverID"":18,""Latitude"":38.7986875,""Longitude"":-82.7648900,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-06T14:55:00"",""ReceivedBy"":""Dipti Shah""}",2016-05-06 14:55:00,Dipti Shah,18,2016-05-06 07:00:00
334,68897,522,401,71880,3,2243,2001,13,15,2022-05-05,14812,False,,,"Unit 116, 1760 Gummadi Road",,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-05T12:00:00"",""ConNote"":""EAN-125-69947""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-06T15:00:00"",""ConNote"":""EAN-125-69947"",""DriverID"":18,""Latitude"":39.2201040,""Longitude"":-77.4241530,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-06T15:00:00"",""ReceivedBy"":""Akshayakeerti Jandhyala""}",2016-05-06 15:00:00,Akshayakeerti Jandhyala,18,2016-05-06 07:00:00
335,68898,409,401,71881,3,2017,2001,15,15,2022-05-05,18791,False,,,"Unit 301, 1612 TunC Avenue",,2,1,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-05T12:00:00"",""ConNote"":""EAN-125-69948""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-06T15:05:00"",""ConNote"":""EAN-125-69948"",""DriverID"":18,""Latitude"":41.2867896,""Longitude"":-124.0597937,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-06T15:05:00"",""ReceivedBy"":""Dimitry Nechita""}",2016-05-06 15:05:00,Dimitry Nechita,18,2016-05-06 07:00:00
336,68899,975,975,71882,3,3175,3175,3,15,2022-05-05,16498,False,,,"Suite 30, 1977 Du Road",,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-05T12:00:00"",""ConNote"":""EAN-125-69949""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-06T15:10:00"",""ConNote"":""EAN-125-69949"",""DriverID"":18,""Latitude"":43.3702642,""Longitude"":-97.6861778,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-06T15:10:00"",""ReceivedBy"":""Prabodh Nair""}",2016-05-06 15:10:00,Prabodh Nair,18,2016-05-06 07:00:00
337,68900,86,1,71883,3,1171,1001,2,15,2022-05-05,12743,False,,,"Unit 102, 902 Ganguly Street",,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-05T12:00:00"",""ConNote"":""EAN-125-69950""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-06T15:15:00"",""ConNote"":""EAN-125-69950"",""DriverID"":18,""Latitude"":39.7139579,""Longitude"":-82.2084805,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-06T15:15:00"",""ReceivedBy"":""Andrea Ricci""}",2016-05-06 15:15:00,Andrea Ricci,18,2016-05-06 07:00:00
338,68901,144,1,71884,3,1287,1001,13,15,2022-05-05,15128,False,,,"Suite 156, 859 Thota Lane",,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-05T12:00:00"",""ConNote"":""EAN-125-69951""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-06T15:20:00"",""ConNote"":""EAN-125-69951"",""DriverID"":18,""Latitude"":29.5724380,""Longitude"":-90.3817483,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-06T15:20:00"",""ReceivedBy"":""Pramod Nishad""}",2016-05-06 15:20:00,Pramod Nishad,18,2016-05-06 07:00:00
339,68902,553,401,71885,3,2305,2001,13,15,2022-05-05,15891,False,,,"Unit 237, 1534 Milano Lane",,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-05T12:00:00"",""ConNote"":""EAN-125-69952""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-06T15:25:00"",""ConNote"":""EAN-125-69952"",""DriverID"":18,""Latitude"":29.5780056,""Longitude"":-98.6897451,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-06T15:25:00"",""ReceivedBy"":""Ilgonis Dzenis""}",2016-05-06 15:25:00,Ilgonis Dzenis,18,2016-05-06 07:00:00
340,68903,440,401,71886,3,2079,2001,8,15,2022-05-05,12460,False,,,"Suite 121, 1277 Almeida Street",,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-05T12:00:00"",""ConNote"":""EAN-125-69953""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-06T15:30:00"",""ConNote"":""EAN-125-69953"",""DriverID"":18,""Latitude"":34.9934707,""Longitude"":-96.9474153,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-06T15:30:00"",""ReceivedBy"":""Kadir Usenuly""}",2016-05-06 15:30:00,Kadir Usenuly,18,2016-05-06 07:00:00
341,68904,540,401,71887,3,2279,2001,15,15,2022-05-05,15421,False,,,"Shop 237, 540 Buresova Road",,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-05T12:00:00"",""ConNote"":""EAN-125-69954""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-06T15:35:00"",""ConNote"":""EAN-125-69954"",""DriverID"":18,""Latitude"":44.6986707,""Longitude"":-70.4214543,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-06T15:35:00"",""ReceivedBy"":""Åšani Nair""}",2016-05-06 15:35:00,Åšani Nair,18,2016-05-06 07:00:00
342,68905,1059,1059,71888,3,3259,3259,3,15,2022-05-05,18392,False,,,"Shop 23, 80 Hudson Boulevard",,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-05T12:00:00"",""ConNote"":""EAN-125-69955""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-06T15:40:00"",""ConNote"":""EAN-125-69955"",""DriverID"":18,""Latitude"":40.6267064,""Longitude"":-90.3051249,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-06T15:40:00"",""ReceivedBy"":""Jibek Juniskyzy""}",2016-05-06 15:40:00,Jibek Juniskyzy,18,2016-05-06 07:00:00
343,68906,594,401,71889,3,2387,2001,2,15,2022-05-05,14681,False,,,"Shop 55, 607 Szolosy Street",,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-05T12:00:00"",""ConNote"":""EAN-125-69956""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-06T15:45:00"",""ConNote"":""EAN-125-69956"",""DriverID"":18,""Latitude"":30.3079384,""Longitude"":-104.0190718,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-06T15:45:00"",""ReceivedBy"":""Caterina Fallaci""}",2016-05-06 15:45:00,Caterina Fallaci,18,2016-05-06 07:00:00
344,68907,527,401,58695,3,2253,2001,8,8,2022-05-06,16611,False,,,"Suite 7, 1820 Sedlar Crescent",,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-06T12:00:00"",""ConNote"":""EAN-125-69957""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-07T07:05:00"",""ConNote"":""EAN-125-69957"",""DriverID"":17,""Latitude"":40.7431539,""Longitude"":-73.1926150,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-07T07:05:00"",""ReceivedBy"":""Mario Jogi""}",2016-05-07 07:05:00,Mario Jogi,17,2016-05-07 07:00:00
345,68908,850,850,71663,3,3050,3050,8,8,2022-05-06,16893,False,,,"Unit 12, 1529 Gupta Lane",,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-06T12:00:00"",""ConNote"":""EAN-125-69958""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-07T07:10:00"",""ConNote"":""EAN-125-69958"",""DriverID"":17,""Latitude"":43.2049718,""Longitude"":-91.9509965,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-07T07:10:00"",""ReceivedBy"":""Daakshaayaani Sankaramanchi""}",2016-05-07 07:10:00,Daakshaayaani Sankaramanchi,17,2016-05-07 07:00:00
346,68909,549,401,71782,3,2297,2001,15,8,2022-05-06,10655,False,,,"Suite 131, 576 Sedlar Road",,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-06T12:00:00"",""ConNote"":""EAN-125-69959""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-07T07:15:00"",""ConNote"":""EAN-125-69959"",""DriverID"":17,""Latitude"":40.8350983,""Longitude"":-73.1312222,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-07T07:15:00"",""ReceivedBy"":""Zala Ibrahimagic""}",2016-05-07 07:15:00,Zala Ibrahimagic,17,2016-05-07 07:00:00
347,68910,477,401,71894,3,2153,2001,13,8,2022-05-06,14840,False,,,"Shop 232, 856 Sarkar Street",,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-06T12:00:00"",""ConNote"":""EAN-125-69960""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-07T07:20:00"",""ConNote"":""EAN-125-69960"",""DriverID"":17,""Latitude"":31.8184955,""Longitude"":-90.4964839,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-07T07:20:00"",""ReceivedBy"":""Astrid Poisson""}",2016-05-07 07:20:00,Astrid Poisson,17,2016-05-07 07:00:00
348,68911,524,401,71895,3,2247,2001,14,8,2022-05-06,10737,False,,,"Unit 271, 336 Kasesalu Lane",,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-06T12:00:00"",""ConNote"":""EAN-125-69961""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-07T07:25:00"",""ConNote"":""EAN-125-69961"",""DriverID"":17,""Latitude"":46.7216102,""Longitude"":-92.4593566,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-07T07:25:00"",""ReceivedBy"":""Baalaamani Veturi""}",2016-05-07 07:25:00,Baalaamani Veturi,17,2016-05-07 07:00:00
349,68912,84,1,71898,3,1167,1001,16,8,2022-05-06,15827,False,,,"Suite 243, 328 Bhat Street",,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-06T12:00:00"",""ConNote"":""EAN-125-69962""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-07T07:30:00"",""ConNote"":""EAN-125-69962"",""DriverID"":17,""Latitude"":18.4432783,""Longitude"":-67.0649026,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-07T07:30:00"",""ReceivedBy"":""Eekalabya Bose""}",2016-05-07 07:30:00,Eekalabya Bose,17,2016-05-07 07:00:00
350,68913,25,1,71902,3,1049,1001,20,8,2022-05-06,10887,False,,,"Shop 37, 1143 Caune Crescent",,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-06T12:00:00"",""ConNote"":""EAN-125-69963""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-07T07:35:00"",""ConNote"":""EAN-125-69963"",""DriverID"":17,""Latitude"":36.0041223,""Longitude"":-120.1290272,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-07T07:35:00"",""ReceivedBy"":""Sulabha Khalsa""}",2016-05-07 07:35:00,Sulabha Khalsa,17,2016-05-07 07:00:00
351,68914,489,401,71903,3,2177,2001,14,8,2022-05-06,15431,False,,,"Unit 28, 1960 Pak Street",,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-06T12:00:00"",""ConNote"":""EAN-125-69964""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-07T07:40:00"",""ConNote"":""EAN-125-69964"",""DriverID"":17,""Latitude"":45.9860625,""Longitude"":-89.5326435,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-07T07:40:00"",""ReceivedBy"":""Varuna Ganguly""}",2016-05-07 07:40:00,Varuna Ganguly,17,2016-05-07 07:00:00
352,68915,1001,1001,71904,3,3201,3201,7,8,2022-05-06,10104,False,,,"Suite 22, 1787 Hele Avenue",,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-06T12:00:00"",""ConNote"":""EAN-125-69965""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-07T07:45:00"",""ConNote"":""EAN-125-69965"",""DriverID"":17,""Latitude"":33.5303861,""Longitude"":-96.6894367,""Comment"":""Receiver not present""}],""DeliveredWhen"":""2016-05-07T07:45:00"",""ReceivedBy"":""Dinh Mai""}",2016-05-07 07:45:00,Dinh Mai,17,2016-05-07 07:00:00
353,68916,487,401,71905,3,2173,2001,3,8,2022-05-06,13621,False,,,"Unit 288, 732 Nakhtare Boulevard",,2,1,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-06T12:00:00"",""ConNote"":""EAN-125-69966""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-07T07:50:00"",""ConNote"":""EAN-125-69966"",""DriverID"":17,""Latitude"":40.1567641,""Longitude"":-75.8327088,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-07T07:50:00"",""ReceivedBy"":""Jan Zeman""}",2016-05-07 07:50:00,Jan Zeman,17,2016-05-07 07:00:00
354,68917,199,1,71906,3,1397,1001,6,8,2022-05-06,17910,False,,,"Shop 109, 487 Rusl Street",,4,1,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-06T12:00:00"",""ConNote"":""EAN-125-69967""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-07T07:55:00"",""ConNote"":""EAN-125-69967"",""DriverID"":17,""Latitude"":37.0791790,""Longitude"":-106.0086329,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-07T07:55:00"",""ReceivedBy"":""Cezar Pavel""}",2016-05-07 07:55:00,Cezar Pavel,17,2016-05-07 07:00:00
355,68918,558,401,71907,3,2315,2001,14,8,2022-05-06,18173,False,,,"Unit 10, 158 Lieu Lane",,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2016-05-06T12:00:00"",""ConNote"":""EAN-125-69968""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2016-05-07T08:00:00"",""ConNote"":""EAN-125-69968"",""DriverID"":17,""Latitude"":39.2820094,""Longitude"":-83.1565742,""Status"":""Delivered""}],""DeliveredWhen"":""2016-05-07T08:00:00"",""ReceivedBy"":""Dhaeraemdranaadh Allu""}",2016-05-07 08:00:00,Dhaeraemdranaadh Allu,17,2016-05-07 07:00:00
